"","lat","long","cluster"
"750",-6.36912,38.58905,6
"751",-6.36912,38.58831,6
"752",-6.36908,38.59094,6
"753",-6.36905,38.58727,6
"754",-6.369,38.58904,6
"755",-6.369,38.58904,6
"756",-6.36893,38.58791,6
"757",-6.36889,38.58804,6
"758",-6.36887,38.58767,6
"759",-6.36887,38.58767,6
"760",-6.36885,38.58784,6
"761",-6.36859,38.58968,6
"762",-6.36848,38.58807,6
"763",-6.36841,38.58964,6
"764",-6.36829,38.58958,6
"765",-6.36823,38.58825,6
"766",-6.36813,38.59016,6
"767",-6.36795,38.58879,6
"768",-6.36764,38.58952,6
"769",-6.36758,38.5892,6
"770",-6.37979,38.59336,7
"771",-6.37943,38.59367,7
"772",-6.3794,38.59277,7
"773",-6.3794,38.59277,7
"774",-6.37888,38.59194,7
"775",-6.37881,38.59209,7
"776",-6.3788,38.59269,7
"777",-6.37874,38.59178,7
"778",-6.37855,38.59254,7
"779",-6.37855,38.59254,7
"780",-6.37855,38.59156,7
"781",-6.37829,38.59187,7
"782",-6.37822,38.59285,7
"783",-6.37818,38.59137,7
"784",-6.37816,38.59175,7
"785",-6.37816,38.59175,7
"786",-6.37812,38.59281,7
"787",-6.3781,38.59214,7
"788",-6.37805,38.59201,7
"789",-6.37805,38.59138,7
"790",-6.37804,38.59185,7
"791",-6.37799,38.59232,7
"792",-6.37796,38.5917,7
"793",-6.37785,38.59345,7
"794",-6.37783,38.5934,7
"795",-6.3778,38.59156,7
"796",-6.37777,38.59134,7
"797",-6.37754,38.59182,7
"798",-6.37715,38.59172,7
"799",-6.37713,38.59196,7
"800",-6.3771,38.591,7
"801",-6.37707,38.59146,7
"802",-6.37699,38.59158,7
"803",-6.37685,38.59308,7
"804",-6.37655,38.59103,7
"805",-6.37622,38.59177,7
"806",-6.3762,38.59361,7
"807",-6.37582,38.59092,7
"808",-6.37551,38.59116,7
"809",-6.37543,38.59256,7
"810",-6.37527,38.59252,7
"811",-6.37519,38.59095,7
"812",-6.37517,38.59045,7
"813",-6.37514,38.59123,7
"814",-6.37512,38.59098,7
"815",-6.37509,38.59039,7
"816",-6.37506,38.59046,7
"817",-6.37494,38.59278,7
"818",-6.37492,38.59646,7
"819",-6.37489,38.5906,7
"820",-6.37487,38.59068,7
"821",-6.37484,38.5934,7
"822",-6.37483,38.5904,7
"823",-6.37483,38.59278,7
"824",-6.3748,38.59053,7
"825",-6.37478,38.5937,7
"826",-6.37478,38.5937,7
"827",-6.37478,38.5937,7
"828",-6.37478,38.59379,7
"829",-6.37475,38.59034,7
"830",-6.37468,38.59308,7
"831",-6.37463,38.59625,7
"832",-6.37458,38.59095,7
"833",-6.37448,38.59115,7
"834",-6.37438,38.5921,7
"835",-6.37438,38.59112,7
"836",-6.37436,38.59205,7
"837",-6.37434,38.59225,7
"838",-6.37429,38.59199,7
"839",-6.37429,38.59308,7
"840",-6.37428,38.59159,7
"841",-6.37426,38.59116,7
"842",-6.37425,38.5929,7
"843",-6.37425,38.5929,7
"844",-6.37421,38.59172,7
"845",-6.3741,38.59208,7
"846",-6.37409,38.59177,7
"847",-6.37408,38.59214,7
"848",-6.37403,38.59175,7
"849",-6.37389,38.59238,7
"850",-6.3738,38.59207,7
"851",-6.3738,38.59207,7
"852",-6.37379,38.59192,7
"853",-6.37378,38.59477,7
"854",-6.37378,38.59477,7
"855",-6.37376,38.59386,7
"856",-6.37372,38.59351,7
"857",-6.37352,38.59187,7
"858",-6.3735,38.59521,7
"859",-6.37348,38.59551,7
"860",-6.3734,38.5921,7
"861",-6.37322,38.59278,7
"862",-6.37321,38.59546,7
"863",-6.3732,38.59239,7
"864",-6.37317,38.59494,7
"865",-6.37317,38.59243,7
"866",-6.37314,38.59351,7
"867",-6.37313,38.59489,7
"868",-6.37307,38.59329,7
"869",-6.37297,38.59322,7
"870",-6.37296,38.59214,7
"871",-6.37295,38.59311,7
"872",-6.37295,38.59223,7
"873",-6.37295,38.59311,7
"874",-6.37292,38.59327,7
"875",-6.37289,38.59291,7
"876",-6.37277,38.59465,7
"877",-6.37268,38.59215,7
"878",-6.37265,38.59305,7
"879",-6.37261,38.59231,7
"880",-6.37261,38.59293,7
"881",-6.3726,38.59268,7
"882",-6.37252,38.59238,7
"883",-6.37251,38.59244,7
"884",-6.3725,38.59441,7
"885",-6.37235,38.59249,7
"886",-6.38828,38.58641,8
"887",-6.38727,38.59422,8
"888",-6.38725,38.59438,8
"889",-6.38632,38.58845,8
"890",-6.3863,38.59349,8
"891",-6.38628,38.59347,8
"892",-6.38605,38.58824,8
"893",-6.38542,38.59426,8
"894",-6.38515,38.58615,8
"895",-6.3851,38.58646,8
"896",-6.3851,38.58868,8
"897",-6.38408,38.58513,8
"898",-6.38401,38.58598,8
"899",-6.38379,38.58662,8
"900",-6.3836,38.58995,8
"901",-6.38329,38.58718,8
"902",-6.38326,38.5891,8
"903",-6.38325,38.58931,8
"904",-6.38316,38.58916,8
"905",-6.38316,38.58916,8
"906",-6.38315,38.58917,8
"907",-6.383,38.58642,8
"908",-6.38297,38.58674,8
"909",-6.38289,38.59124,8
"910",-6.38277,38.58927,8
"911",-6.38274,38.58688,8
"912",-6.3827,38.58779,8
"913",-6.38267,38.58746,8
"914",-6.38264,38.5889,8
"915",-6.38255,38.5882,8
"916",-6.38247,38.58907,8
"917",-6.38219,38.58757,8
"918",-6.38218,38.58895,8
"919",-6.38216,38.58682,8
"920",-6.38205,38.58913,8
"921",-6.38202,38.58822,8
"922",-6.382,38.59147,8
"923",-6.38197,38.58675,8
"924",-6.38194,38.5915,8
"925",-6.38194,38.58154,8
"926",-6.38183,38.58469,8
"927",-6.38172,38.58607,8
"928",-6.3817,38.58907,8
"929",-6.38167,38.5894,8
"930",-6.38165,38.5891,8
"931",-6.38161,38.589,8
"932",-6.3816,38.58883,8
"933",-6.38158,38.58905,8
"934",-6.38152,38.58906,8
"935",-6.38152,38.58691,8
"936",-6.38146,38.58781,8
"937",-6.38144,38.58672,8
"938",-6.38137,38.58445,8
"939",-6.38136,38.589,8
"940",-6.3813,38.58609,8
"941",-6.3813,38.58609,8
"942",-6.38129,38.58903,8
"943",-6.38129,38.58903,8
"944",-6.38127,38.58961,8
"945",-6.38119,38.58637,8
"946",-6.38113,38.58662,8
"947",-6.38093,38.58238,8
"948",-6.38092,38.58156,8
"949",-6.38089,38.5815,8
"950",-6.38083,38.5868,8
"951",-6.38082,38.58766,8
"952",-6.38078,38.58667,8
"953",-6.38077,38.58144,8
"954",-6.38077,38.58144,8
"955",-6.38075,38.58397,8
"956",-6.38067,38.58668,8
"957",-6.38061,38.58243,8
"958",-6.38061,38.58243,8
"959",-6.38049,38.58094,8
"960",-6.38037,38.58514,8
"961",-6.3803,38.58947,8
"962",-6.38028,38.58495,8
"963",-6.38025,38.58278,8
"964",-6.3802,38.5845,8
"965",-6.38006,38.58262,8
"966",-6.37993,38.58471,8
"967",-6.37992,38.58419,8
"968",-6.37984,38.5846,8
"969",-6.37983,38.5885,8
"970",-6.37982,38.58842,8
"971",-6.37982,38.58842,8
"972",-6.37982,38.58363,8
"973",-6.37977,38.58771,8
"974",-6.37974,38.58789,8
"975",-6.37958,38.5846,8
"976",-6.37933,38.58829,8
"977",-6.37918,38.58569,8
"978",-6.37901,38.58187,8
"979",-6.37898,38.58243,8
"980",-6.37898,38.58152,8
"981",-6.37894,38.58177,8
"982",-6.37892,38.58132,8
"983",-6.37878,38.5824,8
"984",-6.37875,38.58773,8
"985",-6.37873,38.58735,8
"986",-6.37856,38.58511,8
"987",-6.37853,38.58888,8
"988",-6.37836,38.58854,8
"989",-6.37829,38.58879,8
"990",-6.37828,38.58868,8
"991",-6.37828,38.58737,8
"992",-6.37828,38.58725,8
"993",-6.37788,38.58705,8
"994",-6.37785,38.58762,8
"995",-6.37774,38.58637,8
"996",-6.37757,38.58712,8
"997",-6.37742,38.58717,8
"998",-6.37733,38.58825,8
"999",-6.37732,38.58812,8
"1000",-6.37731,38.58811,8
"1001",-6.37728,38.58809,8
"1002",-6.37723,38.58733,8
"1003",-6.3772,38.58773,8
"1004",-6.37686,38.58749,8
"1005",-6.37637,38.58797,8
"1006",-6.23244,38.3567,8
"1007",-6.23237,38.35684,8
"1008",-6.22857,38.34852,8
"1009",-6.22788,38.35038,8
"1010",-6.22589,38.35044,8
"1011",-6.22589,38.35044,8
"1012",-6.22585,38.35049,8
"1013",-6.22581,38.35037,8
"1014",-6.22581,38.35014,8
"1015",-6.53692,38.83428,9
"1016",-6.53815,38.8347,9
"1017",-6.53987,38.8375,9
"1018",-6.53994,38.83513,9
"1019",-6.54011,38.8355,9
"1020",-6.54017,38.83568,9
"1021",-6.54023,38.83492,9
"1022",-6.54084,38.83567,9
"1023",-6.54085,38.83475,9
"1024",-6.54086,38.8348,9
"1025",-6.54118,38.83527,9
"1026",-6.5412,38.83487,9
"1027",-6.54159,38.83543,9
"1028",-6.54167,38.83501,9
"1029",-6.54204,38.83772,9
"1030",-6.54209,38.83628,9
"1031",-6.54248,38.83832,9
"1032",-6.54253,38.8362,9
"1033",-6.54254,38.83619,9
"1034",-6.54257,38.83769,9
"1035",-6.54258,38.83661,9
"1036",-6.54263,38.83657,9
"1037",-6.54264,38.83685,9
"1038",-6.5428,38.83519,9
"1039",-6.54298,38.8385,9
"1040",-6.54301,38.8402,9
"1041",-6.54302,38.83109,9
"1042",-6.54309,38.8317,9
"1043",-6.54322,38.83535,9
"1044",-6.54323,38.83152,9
"1045",-6.54325,38.83607,9
"1046",-6.5433,38.83789,9
"1047",-6.54332,38.83194,9
"1048",-6.54336,38.83777,9
"1049",-6.54343,38.83207,9
"1050",-6.54347,38.83532,9
"1051",-6.54356,38.83817,9
"1052",-6.54364,38.83758,9
"1053",-6.54365,38.83813,9
"1054",-6.54373,38.83458,9
"1055",-6.54377,38.83815,9
"1056",-6.54378,38.83748,9
"1057",-6.5438,38.83295,9
"1058",-6.5438,38.83749,9
"1059",-6.54386,38.83286,9
"1060",-6.54391,38.83285,9
"1061",-6.54394,38.83074,9
"1062",-6.54394,38.83692,9
"1063",-6.54396,38.83506,9
"1064",-6.54397,38.8375,9
"1065",-6.54397,38.83609,9
"1066",-6.54398,38.83302,9
"1067",-6.54423,38.836,9
"1068",-6.5443,38.83701,9
"1069",-6.54433,38.83667,9
"1070",-6.54451,38.83659,9
"1071",-6.54451,38.83696,9
"1072",-6.54458,38.83688,9
"1073",-6.54473,38.83694,9
"1074",-6.54476,38.83321,9
"1075",-6.5448,38.83326,9
"1076",-6.54488,38.83706,9
"1077",-6.54517,38.83499,9
"1078",-6.54527,38.83513,9
"1079",-6.54531,38.83386,9
"1080",-6.54532,38.83405,9
"1081",-6.54536,38.83531,9
"1082",-6.54546,38.83452,9
"1083",-6.54551,38.83689,9
"1084",-6.54559,38.83755,9
"1085",-6.5456,38.83755,9
"1086",-6.54568,38.83803,9
"1087",-6.54568,38.83803,9
"1088",-6.54578,38.83565,9
"1089",-6.5461,38.83179,9
"1090",-6.54616,38.83475,9
"1091",-6.54617,38.8347,9
"1092",-6.54652,38.83944,9
"1093",-6.54652,38.83856,9
"1094",-6.54658,38.83945,9
"1095",-6.54659,38.83879,9
"1096",-6.5467,38.83902,9
"1097",-6.54676,38.83215,9
"1098",-6.54677,38.83208,9
"1099",-6.54688,38.8393,9
"1100",-6.54695,38.83817,9
"1101",-6.54714,38.83672,9
"1102",-6.54721,38.83781,9
"1103",-6.54725,38.8383,9
"1104",-6.54726,38.83804,9
"1105",-6.54753,38.83825,9
"1106",-6.54757,38.8379,9
"1107",-6.54758,38.83772,9
"1108",-6.54778,38.83783,9
"1109",-6.54867,38.83755,9
"1110",-6.5488,38.83691,9
"1111",-6.53901,38.8499,10
"1112",-6.53964,38.85084,10
"1113",-6.53973,38.84969,10
"1114",-6.53988,38.85032,10
"1115",-6.53993,38.85124,10
"1116",-6.54032,38.84969,10
"1117",-6.54032,38.85139,10
"1118",-6.54032,38.84969,10
"1119",-6.54041,38.84914,10
"1120",-6.54046,38.85146,10
"1121",-6.54052,38.84527,10
"1122",-6.54054,38.84809,10
"1123",-6.54055,38.84943,10
"1124",-6.54056,38.84981,10
"1125",-6.54082,38.84317,10
"1126",-6.54087,38.85106,10
"1127",-6.54095,38.84707,10
"1128",-6.54097,38.84343,10
"1129",-6.54099,38.84909,10
"1130",-6.5411,38.84733,10
"1131",-6.5411,38.84733,10
"1132",-6.54111,38.84733,10
"1133",-6.54134,38.8472,10
"1134",-6.54135,38.84637,10
"1135",-6.54153,38.84639,10
"1136",-6.54168,38.8465,10
"1137",-6.54181,38.8464,10
"1138",-6.54185,38.84648,10
"1139",-6.54186,38.84998,10
"1140",-6.54187,38.84945,10
"1141",-6.54193,38.85006,10
"1142",-6.54209,38.84886,10
"1143",-6.54209,38.84933,10
"1144",-6.5421,38.85197,10
"1145",-6.54212,38.84874,10
"1146",-6.54235,38.84712,10
"1147",-6.54275,38.8479,10
"1148",-6.54289,38.84284,10
"1149",-6.54327,38.85022,10
"1150",-6.54338,38.84694,10
"1151",-6.54344,38.84849,10
"1152",-6.54344,38.84849,10
"1153",-6.5435,38.84761,10
"1154",-6.54386,38.84676,10
"1155",-6.54393,38.84935,10
"1156",-6.54393,38.85001,10
"1157",-6.54393,38.85001,10
"1158",-6.54427,38.84795,10
"1159",-6.54451,38.85016,10
"1160",-6.5446,38.84618,10
"1161",-6.54461,38.84941,10
"1162",-6.54461,38.84941,10
"1163",-6.54468,38.85147,10
"1164",-6.5447,38.84629,10
"1165",-6.54477,38.85179,10
"1166",-6.54482,38.84584,10
"1167",-6.54492,38.84614,10
"1168",-6.54536,38.85064,10
"1169",-6.54537,38.85112,10
"1170",-6.54543,38.84981,10
"1171",-6.54604,38.85138,10
"1172",-6.54604,38.85138,10
"1173",-6.54605,38.84705,10
"1174",-6.54625,38.8488,10
"1175",-6.54625,38.8488,10
"1176",-6.54634,38.84755,10
"1177",-6.5464,38.84513,10
"1178",-6.54648,38.84691,10
"1179",-6.54662,38.85242,10
"1180",-6.54663,38.8523,10
"1181",-6.54667,38.84385,10
"1182",-6.54669,38.8428,10
"1183",-6.54686,38.84447,10
"1184",-6.54688,38.84508,10
"1185",-6.54693,38.84488,10
"1186",-6.54699,38.84597,10
"1187",-6.54705,38.84613,10
"1188",-6.54714,38.84788,10
"1189",-6.54737,38.84512,10
"1190",-6.54738,38.84655,10
"1191",-6.54739,38.84619,10
"1192",-6.54745,38.84579,10
"1193",-6.54769,38.84577,10
"1194",-6.54773,38.84668,10
"1195",-6.54777,38.84554,10
"1196",-6.54786,38.84709,10
"1197",-6.54794,38.85415,10
"1198",-6.54799,38.85464,10
"1199",-6.54813,38.84598,10
"1200",-6.54818,38.84625,10
"1201",-6.54823,38.85343,10
"1202",-6.54901,38.84687,10
"1203",-6.54967,38.84669,10
"1204",-6.54994,38.84045,10
"1205",-6.55024,38.82226,10
"1206",-6.55033,38.84283,10
"1207",-6.55042,38.85255,10
"1208",-6.55082,38.83783,10
"1209",-6.55086,38.82337,10
"1210",-6.55094,38.83292,10
"1211",-6.55097,38.84173,10
"1212",-6.55105,38.82233,10
"1213",-6.55124,38.8369,10
"1214",-6.55131,38.82254,10
"1215",-6.55139,38.83626,10
"1216",-6.55146,38.8428,10
"1217",-6.55153,38.83637,10
"1218",-6.55182,38.82163,10
"1219",-6.55188,38.83724,10
"1220",-6.55193,38.85145,10
"1221",-6.5521,38.83614,10
"1222",-6.55293,38.83646,10
"1223",-6.5532,38.83521,10
"1224",-6.55327,38.82474,10
"1225",-6.55339,38.82484,10
"1226",-6.55355,38.83688,10
"1227",-6.55356,38.83725,10
"1228",-6.5537,38.8384,10
"1229",-6.55414,38.85203,10
"1230",-6.55417,38.85192,10
"1231",-6.55472,38.8346,10
"1232",-6.55587,38.84499,10
"1233",-6.55597,38.82965,10
"1234",-6.3478,38.43658,11
"1235",-6.34794,38.43659,11
"1236",-6.34907,38.43849,11
"1237",-6.34909,38.43963,11
"1238",-6.34933,38.4404,11
"1239",-6.34952,38.47003,11
"1240",-6.35016,38.44037,11
"1241",-6.35017,38.44058,11
"1242",-6.35029,38.44129,11
"1243",-6.35036,38.44146,11
"1244",-6.3523,38.44028,11
"1245",-6.35404,38.48564,11
"1246",-6.35614,38.47219,11
"1247",-6.35708,38.47179,11
"1248",-6.35723,38.47107,11
"1249",-6.35725,38.47089,11
"1250",-6.35728,38.4714,11
"1251",-6.35735,38.47116,11
"1252",-6.35741,38.47119,11
"1253",-6.35747,38.46789,11
"1254",-6.35762,38.47146,11
"1255",-6.35767,38.46809,11
"1256",-6.35772,38.47163,11
"1257",-6.35775,38.46776,11
"1258",-6.35781,38.47055,11
"1259",-6.35823,38.47013,11
"1260",-6.35831,38.46747,11
"1261",-6.35838,38.47187,11
"1262",-6.35857,38.4729,11
"1263",-6.35861,38.47082,11
"1264",-6.35862,38.46833,11
"1265",-6.35865,38.47085,11
"1266",-6.35874,38.46986,11
"1267",-6.35877,38.47152,11
"1268",-6.35883,38.46685,11
"1269",-6.35884,38.47099,11
"1270",-6.35884,38.47109,11
"1271",-6.35884,38.47181,11
"1272",-6.35892,38.47071,11
"1273",-6.35898,38.46805,11
"1274",-6.35899,38.46806,11
"1275",-6.35899,38.47023,11
"1276",-6.35916,38.46918,11
"1277",-6.35918,38.4711,11
"1278",-6.35922,38.46975,11
"1279",-6.35932,38.4698,11
"1280",-6.35937,38.46989,11
"1281",-6.3594,38.47124,11
"1282",-6.35948,38.47053,11
"1283",-6.35949,38.47164,11
"1284",-6.3595,38.47078,11
"1285",-6.35968,38.47118,11
"1286",-6.35975,38.46998,11
"1287",-6.35977,38.47111,11
"1288",-6.35979,38.47027,11
"1289",-6.35995,38.47114,11
"1290",-6.35997,38.4703,11
"1291",-6.36011,38.4702,11
"1292",-6.36013,38.47065,11
"1293",-6.36018,38.47097,11
"1294",-6.36019,38.47115,11
"1295",-6.36028,38.47011,11
"1296",-6.36034,38.47108,11
"1297",-6.36035,38.4706,11
"1298",-6.36039,38.4701,11
"1299",-6.36048,38.47114,11
"1300",-6.3605,38.44122,11
"1301",-6.36077,38.46882,11
"1302",-6.36079,38.47064,11
"1303",-6.36082,38.4711,11
"1304",-6.36088,38.4699,11
"1305",-6.3611,38.46755,11
"1306",-6.36134,38.47031,11
"1307",-6.36137,38.47371,11
"1308",-6.36138,38.46924,11
"1309",-6.36138,38.47071,11
"1310",-6.3614,38.4698,11
"1311",-6.36142,38.46998,11
"1312",-6.3615,38.47189,11
"1313",-6.36158,38.44658,11
"1314",-6.36161,38.46967,11
"1315",-6.36164,38.46985,11
"1316",-6.36174,38.47215,11
"1317",-6.36176,38.47253,11
"1318",-6.36177,38.46873,11
"1319",-6.36181,38.46815,11
"1320",-6.36192,38.46893,11
"1321",-6.36195,38.46791,11
"1322",-6.36215,38.47039,11
"1323",-6.36215,38.47039,11
"1324",-6.36227,38.46788,11
"1325",-6.36233,38.46826,11
"1326",-6.3625,38.46923,11
"1327",-6.36271,38.46918,11
"1328",-6.36272,38.46822,11
"1329",-6.36289,38.46812,11
"1330",-6.36291,38.4698,11
"1331",-6.36311,38.47041,11
"1332",-6.36322,38.46894,11
"1333",-6.3634,38.4688,11
"1334",-6.36424,38.46975,11
"1335",-6.36451,38.47224,11
"1336",-6.3649,38.4705,11
"1337",-6.36594,38.43079,11
"1338",-6.36596,38.45354,11
"1339",-6.36596,38.45354,11
"1340",-6.3728,38.47731,11
"1341",-6.3741,38.47818,11
"1342",-6.3742,38.46645,11
"1343",-6.37433,38.46886,11
"1344",-6.37434,38.46873,11
"1345",-6.3744,38.46833,11
"1346",-6.37538,38.46817,11
"1347",-6.37724,38.46671,11
"1348",-6.37892,38.47334,11
"1349",-6.38007,38.43866,11
"1350",-6.38046,38.44384,11
"1351",-6.38277,38.43787,11
"1352",-6.41186,38.48556,11
"1353",-6.52399,38.86295,12
"1354",-6.52387,38.886263,12
"1355",-6.5248,38.86311,12
"1356",-6.52497,38.86229,12
"1357",-6.52614,38.86311,12
"1358",-6.52589,38.86197,12
"1359",-6.52676,38.86283,12
"1360",-6.52703,38.86263,12
"1361",-6.52741,38.86224,12
"1362",-6.5282,38.86258,12
"1363",-6.52408,38.8629,12
"1364",-6.521538,38.86454,12
"1365",-6.52538,38.86454,12
"1366",-6.52444,38.8737,12
"1367",-6.5233,38.86317,12
"1368",-6.52479,38.86292,12
"1369",-6.52495,38.86355,12
"1370",-6.52659,38.86157,12
"1371",-6.52629,38.8626,12
"1372",-6.52462,38.86771,12
"1373",-6.52523,38.86349,12
"1374",-6.52547,38.85767,12
"1375",-6.5258,38.86386,12
"1376",-6.52409,38.86596,12
"1377",-6.52465,38.86292,12
"1378",-6.52605,38.85917,12
"1379",-6.525113,38.8653,12
"1380",-6.52539,38.86585,12
"1381",-6.5235,38.86618,12
"1382",-6.52456,38.87249,12
"1383",-6.525335,38.86671,12
"1384",-6.52382,38.86607,12
"1385",-6.52568,38.8684,12
"1386",-6.52439,38.87301,12
"1387",-6.52419,38.87105,12
"1388",-6.5261,38.86244,12
"1389",-6.52518,38.86942,12
"1390",-6.52514,38.86992,12
"1391",-6.52595,38.86562,12
"1392",-6.52691,38.86422,12
"1393",-6.5269,38.86667,12
"1394",-6.5261,38.87189,12
"1395",-6.52666,38.86765,12
"1396",-6.52485,38.869,12
"1397",-6.52731,38.86477,12
"1398",-6.52587,38.86736,12
"1399",-6.5279,38.8717,12
"1400",-6.52665,38.86737,12
"1401",-6.52662,38.86655,12
"1402",-6.52494,38.87521,12
"1403",-6.52506,38.8762,12
"1404",-6.5232,38.86362,12
"1405",-6.52299,38.86391,12
"1406",-6.52248,38.86335,12
"1407",-6.50939,38.86518,12
"1408",-6.52413,38.86384,12
"1409",-6.52267,38.86351,12
"1410",-6.52276,38.86696,12
"1411",-6.51067,38.86508,12
"1412",-6.50875,38.86615,12
"1413",-6.52332,38.86531,12
"1414",-6.52261,38.86559,12
"1415",-6.52181,38.86409,12
"1416",-6.52292,38.86429,12
"1417",-6.52291,38.86565,12
"1418",-6.52349,38.86465,12
"1419",-6.5235,38.86407,12
"1420",-6.52318,38.86451,12
"1421",-6.52272,38.8658,12
"1422",-6.52287,38.86584,12
"1423",-6.50993,38.86589,12
"1424",-6.51012,38.86528,12
"1425",-6.50923,38.86502,12
"1426",-6.50967,38.86554,12
"1427",-6.51012,38.86606,12
"1428",-6.51012,38.86488,12
"1429",-6.50969,38.86449,12
"1430",-6.50718,38.86659,12
"1431",-6.51967,38.8691,12
"1432",-6.51964,38.86537,12
"1433",-6.51739,38.86677,12
"1434",-6.50918,38.86693,12
"1435",-6.50748,38.86782,12
"1436",-6.50703,38.86971,12
"1437",-6.50851,38.86634,12
"1438",-6.50718,38.86659,12
"1439",-6.51558,38.86452,12
"1440",-6.50676,38.86584,12
"1441",-6.51657,38.86242,12
"1442",-6.51457,38.86241,12
"1443",-6.51835,38.86608,12
"1444",-6.52238,38.86732,12
"1445",-6.52065,38.86621,12
"1446",-6.52062,38.86601,12
"1447",-6.52086,38.87531,12
"1448",-6.51804,38.87006,12
"1449",-6.51809,38.86243,12
"1450",-6.52261,38.87112,12
"1451",-6.51874,38.87547,12
"1452",-6.51815,38.87012,12
"1453",-6.52158,38.87439,12
"1454",-6.52842,38.86079,12
"1455",-6.52734,38.85963,12
"1456",-6.52871,38.85364,12
"1457",-6.52875,38.86239,12
"1458",-6.52877,38.86259,12
"1459",-6.53106,38.85776,12
"1460",-6.52839,38.86032,12
"1461",-6.52745,38.86371,12
"1462",-6.52773,38.8637,12
"1463",-6.52786,38.86397,12
